file,md5,start,end,spoken_language,signed_language,dataset,text,extra
videos/10_ten.mp4,753505e1e3a8b34a2a4f6c0080a6bd9b,0,0,en,ase,whatsthatsign,"10, ten","{""signpuddle_id"": ""245"", ""sign_fsw"": ""AS1f540S2fe00S10006S2a408M523x518S1f540478x491S2a408498x482"", ""source"": ""Adam Frost"", ""fps"": 29.97, ""duration"": 2.402, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/11_eleven.mp4,283cc44374cb7e1683415201fceaf0fe,0,0,en,ase,whatsthatsign,"11, eleven","{""signpuddle_id"": ""543"", ""sign_fsw"": ""AS10000S2fe00S10006S21b00M509x521S10000491x491S21b00501x480"", ""source"": ""Adam Frost"", ""fps"": 29.97, ""duration"": 1.969, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/11_o_clock_eleven_o_clock_11_00.mp4,56136d31a7d82f00c59f6862a9b45094,0,0,en,ase,whatsthatsign,"11 o'clock, eleven o'clock, 11:00","{""signpuddle_id"": ""2189"", ""sign_fsw"": ""AS10021S38630S20359S2fe00S20500S22a07S10000S21b00S2f900M530x543S10021483x522S20359476x499S20500471x515S22a07505x511S10000512x469S21b00522x458S2f900514x502"", ""source"": ""Adam Frost"", ""fps"": 30.0, ""duration"": 1.6, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/12_o_clock_twelve_o_clock_12_00.mp4,e3b4e5b6b5df21a980507faf5fbad9c1,0,0,en,ase,whatsthatsign,"12 o'clock, twelve o'clock, 12:00","{""signpuddle_id"": ""2190"", ""sign_fsw"": ""AS10021S38630S20359S2fe00S20500S22a07S10e00S21b00S2f900M528x542S10021484x521S20359477x498S20500472x514S22a07506x510S10e00513x468S21b00517x458S2f900515x501"", ""source"": ""Adam Frost"", ""fps"": 30.0, ""duration"": 1.866, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/12_twelve.mp4,e91300da3c07b23ba86e81bc805d9273,0,0,en,ase,whatsthatsign,"12, twelve","{""signpuddle_id"": ""544"", ""sign_fsw"": ""AS10e00S2fe00S10006S21b00M508x520S10e00493x490S21b00497x480"", ""source"": ""Adam Frost"", ""fps"": 29.97, ""duration"": 2.369, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/13_thirteen.mp4,ba5685b9e938dd498c051912e7f640e3,0,0,en,ase,whatsthatsign,"13, thirteen","{""signpuddle_id"": ""61"", ""sign_fsw"": ""AS12d00S2fe00S10006S22114M513x519S12d00489x489S22114487x481"", ""source"": ""Adam Frost"", ""fps"": 29.97, ""duration"": 2.169, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/14_fourteen.mp4,69c7534c0d0bb7909d009b3d15b6b041,0,0,en,ase,whatsthatsign,"14, fourteen","{""signpuddle_id"": ""72"", ""sign_fsw"": ""AS14700S2fe00S10006S22114M513x515S14700493x493S22114487x486"", ""source"": ""Adam Frost"", ""fps"": 29.97, ""duration"": 2.169, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/15_fifteen.mp4,84b448e3cb9a0d055b45dd76bd26ba92,0,0,en,ase,whatsthatsign,"15, fifteen","{""signpuddle_id"": ""145"", ""sign_fsw"": ""AS15a00S2fe00S10006S22114M513x518S15a00494x491S22114487x483"", ""source"": ""Adam Frost"", ""fps"": 30.0, ""duration"": 2.0, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/16_sixteen.mp4,4768bd90c6ee729690b8c50b1a9d5825,0,0,en,ase,whatsthatsign,"16, sixteen","{""signpuddle_id"": ""168"", ""sign_fsw"": ""AS18710S2fe00S10006S2e008M521x521S18710480x492S2e008500x480"", ""source"": ""Adam Frost"", ""fps"": 29.97, ""duration"": 2.202, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/17_seventeen.mp4,8992ee20db852c7da3b8638d3f295869,0,0,en,ase,whatsthatsign,"17, seventeen","{""signpuddle_id"": ""187"", ""sign_fsw"": ""AS1a510S2fe00S10006S2e008M523x520S1a510478x492S2e008502x480"", ""source"": ""Adam Frost"", ""fps"": 29.97, ""duration"": 2.336, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/18_eighteen.mp4,7b74bbcdc45af775a28f2f2cdaa95781,0,0,en,ase,whatsthatsign,"18, eighteen","{""signpuddle_id"": ""191"", ""sign_fsw"": ""AS1bb10S2fe00S10006S2e008M522x520S1bb10478x492S2e008501x480"", ""source"": ""Adam Frost"", ""fps"": 29.97, ""duration"": 2.469, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/19_nineteen.mp4,a90d7cfd439025b8d37dbbc1a02837bb,0,0,en,ase,whatsthatsign,"19, nineteen","{""signpuddle_id"": ""199"", ""sign_fsw"": ""AS1ce10S2fe00S10006S2e008M522x522S1ce10478x492S2e008501x478"", ""source"": ""Adam Frost"", ""fps"": 30.0, ""duration"": 1.8, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/1_million_one_million_a_million.mp4,d40da9ef61dda3f1b0a967da2c706a59,0,0,en,ase,whatsthatsign,"1 million, one million, a million, 1,000,000, million","{""signpuddle_id"": ""2248"", ""sign_fsw"": ""AS10020S2fe00S15a38S2fe00S21400S18251S20500S26500S20500M521x538S10020493x463S15a38480x511S18251486x518S26500507x509S20500496x502"", ""source"": ""Adam Frost"", ""fps"": 30.0, ""duration"": 1.833, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/1_o_clock_one_o_clock_1_00.mp4,3073f3ee6d8e874e0f6b844279b86ca6,0,0,en,ase,whatsthatsign,"1 o'clock, one o'clock, 1:00","{""signpuddle_id"": ""2191"", ""sign_fsw"": ""AS10020S38630S20359S2fe00S20500S22a07S2f900M518x530S10020482x487S20359497x501S20500490x519S22a07491x480S2f900500x471"", ""source"": ""Adam Frost"", ""fps"": 30.0, ""duration"": 1.5, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/1_one.mp4,900b7be5921c3b46fc1c4f409db25c64,0,0,en,ase,whatsthatsign,"1, one","{""signpuddle_id"": ""1"", ""sign_fsw"": ""AS10000S2fe00S10006M508x515S10000493x485"", ""source"": ""Adam Frost"", ""fps"": 30.0, ""duration"": 2.0, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/1st_place_1st_first.mp4,f943e0a840e73e2d6e87110eb08af75a,0,0,en,ase,whatsthatsign,"1st place, 1st, first","{""signpuddle_id"": ""1117"", ""sign_fsw"": ""AS10040S2fe00S10006S26504S2f900M508x529S10040493x472S26504494x506S2f900495x524"", ""source"": ""Adam Frost"", ""fps"": 30.0, ""duration"": 1.9, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/200_two_hundred.mp4,5d7ecaa71489940231648a82a0f1da1d,0,0,en,ase,whatsthatsign,"200, two hundred","{""signpuddle_id"": ""2266"", ""sign_fsw"": ""AS10e20S2fe00S10006S11020M510x531S10e20495x470S11020491x504"", ""source"": ""Adam Frost"", ""fps"": 30.0, ""duration"": 1.733, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/200_two_hundred_VC.mp4,e9d87858837500ce83d8b517586e93b6,0,0,en,ase,whatsthatsign,"200, two hundred, VC","{""signpuddle_id"": ""2257"", ""sign_fsw"": ""AS10e20S2fe00S10006S16d20M509x527S10e20494x473S16d20492x507"", ""source"": ""Adam Frost"", ""fps"": 30.0, ""duration"": 1.8, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/20_twenty.mp4,295c985e7a20b9484f26bd4d93376fad,0,0,en,ase,whatsthatsign,"20, twenty","{""signpuddle_id"": ""235"", ""sign_fsw"": ""AS1f420S2fe00S10006S22114M517x513S1f420488x498S22114484x488"", ""source"": ""Adam Frost"", ""fps"": 29.97, ""duration"": 3.17, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/21_twenty-one.mp4,18273299a29b57b303c7c5cd918e353e,0,0,en,ase,whatsthatsign,"21, twenty-one","{""signpuddle_id"": ""219"", ""sign_fsw"": ""AS1dc20S2fe00S10006S21802M517x516S1dc20493x485S21802483x498"", ""source"": ""Adam Frost"", ""fps"": 29.97, ""duration"": 2.569, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/22_twenty-two.mp4,c15ecef645634f145281e602063ac0f8,0,0,en,ase,whatsthatsign,"22, twenty-two","{""signpuddle_id"": ""528"", ""sign_fsw"": ""AS10e50S2fe00S10006S22f04S26606M517x526S10e50490x474S26606487x501S22f04484x512"", ""source"": ""Adam Frost"", ""fps"": 30.0, ""duration"": 2.267, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/23_twenty-three.mp4,5e9da801826a34382f18e2aeba873455,0,0,en,ase,whatsthatsign,"23, twenty-three","{""signpuddle_id"": ""60"", ""sign_fsw"": ""AS12420S2fe00S10006S22114M519x516S12420481x486S22114493x484"", ""source"": ""Adam Frost"", ""fps"": 30.0, ""duration"": 2.1, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/24_twenty-four.mp4,1581d40edc9b78d34326166fcce02202,0,0,en,ase,whatsthatsign,"24, twenty-four","{""signpuddle_id"": ""213"", ""sign_fsw"": ""AS1dc20S2fe00S10006S14420M515x532S1dc20485x468S14420493x501"", ""source"": ""Adam Frost"", ""fps"": 29.97, ""duration"": 2.803, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/25_twenty-five.mp4,bcd1035fc0a9b5ff413a8ab9062561bd,0,0,en,ase,whatsthatsign,"25, twenty-five","{""signpuddle_id"": ""197"", ""sign_fsw"": ""AS1c520S2fe00S10006S22114M524x514S1c520494x486S22114477x487"", ""source"": ""Adam Frost"", ""fps"": 29.97, ""duration"": 2.402, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/26_twenty-six_LW.mp4,cf44e85a0241c1f5d098216faab361f5,0,0,en,ase,whatsthatsign,"26, twenty-six, LW","{""signpuddle_id"": ""215"", ""sign_fsw"": ""AS1dc20S2fe00S10006S18720M513x531S1dc20487x469S18720495x502"", ""source"": ""Adam Frost"", ""fps"": 29.97, ""duration"": 2.469, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/27_twenty-seven.mp4,e77d0f7c823263e9c36609fbbaac2de2,0,0,en,ase,whatsthatsign,"27, twenty-seven","{""signpuddle_id"": ""216"", ""sign_fsw"": ""AS1dc20S2fe00S10006S1a520M515x531S1dc20486x470S1a520494x503"", ""source"": ""Adam Frost"", ""fps"": 29.97, ""duration"": 2.302, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/28_twenty-eight.mp4,5ae0f9fcd0c516cb180e9b9893923ba5,0,0,en,ase,whatsthatsign,"28, twenty-eight","{""signpuddle_id"": ""217"", ""sign_fsw"": ""AS1dc20S2fe00S10006S1bb20M515x531S1dc20486x470S1bb20494x503"", ""source"": ""Adam Frost"", ""fps"": 29.97, ""duration"": 2.636, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/29_twenty-nine_LF.mp4,687bd8d933a5e74db500e8861fd73c5b,0,0,en,ase,whatsthatsign,"29, twenty-nine, LF","{""signpuddle_id"": ""218"", ""sign_fsw"": ""AS1dc20S2fe00S10006S1ce20M515x532S1dc20485x469S1ce20493x502"", ""source"": ""Adam Frost"", ""fps"": 29.97, ""duration"": 2.102, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/2_hours_two_hours.mp4,1c082476338cfd8fdedac03fddcbcc85,0,0,en,ase,whatsthatsign,"2 hours, two hours","{""signpuddle_id"": ""1307"", ""sign_fsw"": ""AS10e10S2fe00S15a18S2fe00S21406S2e700S20500M515x530S15a18485x493S10e10498x471S2e700500x505"", ""source"": ""Adam Frost"", ""fps"": 29.97, ""duration"": 1.668, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/2_minutes_two_minutes.mp4,71b76710dcb2d32f176569d8de3b02aa,0,0,en,ase,whatsthatsign,"2 minutes, two minutes","{""signpuddle_id"": ""2249"", ""sign_fsw"": ""AS10e10S2fe00S15a18S2fe00S21406S20500S2c300M515x538S15a18486x511S10e10497x489S2c300489x463"", ""source"": ""Adam Frost"", ""fps"": 30.0, ""duration"": 2.433, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/2_o_clock_two_o_clock_2_00.mp4,7cd275578b67405e0b9a7d39339c2662,0,0,en,ase,whatsthatsign,"2 o'clock, two o'clock, 2:00","{""signpuddle_id"": ""2192"", ""sign_fsw"": ""AS10e20S38630S20359S2fe00S20500S22a07S2f900M518x532S10e20482x487S20359497x501S20500489x521S22a07496x477S2f900505x468"", ""source"": ""Adam Frost"", ""fps"": 30.0, ""duration"": 1.533, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/2_two.mp4,71d71d4ab52f610298cdc616bbd275c5,0,0,en,ase,whatsthatsign,"2, two","{""signpuddle_id"": ""29"", ""sign_fsw"": ""AS10e00S2fe00S10006M508x515S10e00493x485"", ""source"": ""Adam Frost"", ""fps"": 30.0, ""duration"": 2.0, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/2_years_ago_two_years_ago.mp4,d4fbfa2788bef1c4141da448868ec5d8,0,0,en,ase,whatsthatsign,"2 years ago, two years ago","{""signpuddle_id"": ""943"", ""sign_fsw"": ""AS10e00S38507S10006S22124M545x520S36d00479x506S10e00527x490S22124523x480"", ""source"": ""Adam Frost"", ""fps"": 29.97, ""duration"": 2.302, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/2nd_place_2nd_second.mp4,c5034b9eed12cd34a33fe11d82d5f1ab,0,0,en,ase,whatsthatsign,"2nd place, 2nd, second","{""signpuddle_id"": ""1118"", ""sign_fsw"": ""AS10e40S2fe00S10006S26504S2f900M508x529S10e40493x472S26504494x506S2f900495x524"", ""source"": ""Adam Frost"", ""fps"": 29.97, ""duration"": 1.902, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/300_three_hundred.mp4,b300d91c358ae9c32e1da1d2196597c7,0,0,en,ase,whatsthatsign,"300, three hundred","{""signpuddle_id"": ""2267"", ""sign_fsw"": ""AS11e20S2fe00S10006S12120M512x531S11e20489x470S12120488x504"", ""source"": ""Adam Frost"", ""fps"": 30.0, ""duration"": 1.833, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/30_thirty.mp4,daa9ceafb85f19bb904ea0e3f0184adc,0,0,en,ase,whatsthatsign,"30, thirty","{""signpuddle_id"": ""525"", ""sign_fsw"": ""AS11e20S2fe00S10006S17620M512x525S11e20489x475S17620496x509"", ""source"": ""Adam Frost"", ""fps"": 30.0, ""duration"": 2.567, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/31_thirty-one.mp4,28b3be450d17b4cd6d471637c06a2ec4,0,0,en,ase,whatsthatsign,"31, thirty-one","{""signpuddle_id"": ""526"", ""sign_fsw"": ""AS11e20S2fe00S10006S10020M512x532S11e20489x468S10020497x502"", ""source"": ""Adam Frost"", ""fps"": 29.97, ""duration"": 2.269, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/32_thirty-two.mp4,e9e8bf22ff7253295e21ece481c0441e,0,0,en,ase,whatsthatsign,"32, thirty-two","{""signpuddle_id"": ""527"", ""sign_fsw"": ""AS11e20S2fe00S10006S10e20M512x532S11e20489x468S10e20497x502"", ""source"": ""Adam Frost"", ""fps"": 30.0, ""duration"": 2.167, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/33_thirty-three.mp4,5a271ed78ad0146143d6075beb79b2f1,0,0,en,ase,whatsthatsign,"33, thirty-three","{""signpuddle_id"": ""529"", ""sign_fsw"": ""AS11e50S2fe00S10006S22f04S26606M518x526S11e50483x474S26606488x501S22f04485x512"", ""source"": ""Adam Frost"", ""fps"": 29.97, ""duration"": 2.035, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/34_thirty-four.mp4,36ea1d9ad956ed97f24d4f2af787bcae,0,0,en,ase,whatsthatsign,"34, thirty-four","{""signpuddle_id"": ""545"", ""sign_fsw"": ""AS11e20S2fe00S10006S14420M515x532S11e20486x468S14420493x501"", ""source"": ""Adam Frost"", ""fps"": 30.0, ""duration"": 2.433, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/35_thirty-five.mp4,9f1dcbb266c5d6ef4cdb9fdce8a81888,0,0,en,ase,whatsthatsign,"35, thirty-five","{""signpuddle_id"": ""546"", ""sign_fsw"": ""AS11e20S2fe00S10006S14c20M514x532S11e20486x468S14c20491x501"", ""source"": ""Adam Frost"", ""fps"": 30.0, ""duration"": 2.367, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/36_thirty-six.mp4,5852e45f208275a81fa83fd6b8e79f83,0,0,en,ase,whatsthatsign,"36, thirty-six","{""signpuddle_id"": ""547"", ""sign_fsw"": ""AS11e20S2fe00S10006S18720M513x531S11e20488x469S18720495x502"", ""source"": ""Adam Frost"", ""fps"": 29.97, ""duration"": 2.536, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/37_thirty-seven.mp4,18d0b2b938a9ecef4d7635e99d46c93f,0,0,en,ase,whatsthatsign,"37, thirty-seven","{""signpuddle_id"": ""548"", ""sign_fsw"": ""AS11e20S2fe00S10006S1a520M515x531S11e20486x469S1a520494x503"", ""source"": ""Adam Frost"", ""fps"": 29.97, ""duration"": 2.436, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/38_thirty-eight.mp4,11af21089b92059bc276e852adbfecc1,0,0,en,ase,whatsthatsign,"38, thirty-eight","{""signpuddle_id"": ""549"", ""sign_fsw"": ""AS11e20S2fe00S10006S1bb20M515x531S11e20486x469S1bb20494x503"", ""source"": ""Adam Frost"", ""fps"": 30.0, ""duration"": 2.0, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/39_thirty-nine.mp4,a05f9334cf7931eefbbcbb699eb3b36b,0,0,en,ase,whatsthatsign,"39, thirty-nine","{""signpuddle_id"": ""550"", ""sign_fsw"": ""AS11e20S2fe00S10006S1ce20M515x532S11e20485x468S1ce20493x502"", ""source"": ""Adam Frost"", ""fps"": 30.0, ""duration"": 2.367, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/3_hours_three_hours.mp4,7e9ba3b8ad0b14e66440642e1e1e549f,0,0,en,ase,whatsthatsign,"3 hours, three hours","{""signpuddle_id"": ""1308"", ""sign_fsw"": ""AS11e10S2fe00S15a18S2fe00S21406S2e700S20500M518x530S15a18482x493S11e10495x471S2e700497x505"", ""source"": ""Adam Frost"", ""fps"": 30.0, ""duration"": 2.333, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/3_minutes_three_minutes.mp4,2da7f38b0ef985d1a051365a5b6f47bc,0,0,en,ase,whatsthatsign,"3 minutes, three minutes","{""signpuddle_id"": ""2250"", ""sign_fsw"": ""AS11e10S2fe00S15a18S2fe00S21406S20500S2c300M517x538S15a18483x511S11e10494x489S2c300486x463"", ""source"": ""Adam Frost"", ""fps"": 30.0, ""duration"": 2.066, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/3_o_clock_three_o_clock_3_00.mp4,a5e2975b4ea2da4ea9e3b1df719fcebf,0,0,en,ase,whatsthatsign,"3 o'clock, three o'clock, 3:00","{""signpuddle_id"": ""2193"", ""sign_fsw"": ""AS11e20S38630S20359S2fe00S20500S22a07S2f900M522x532S11e20478x487S20359501x501S20500493x521S22a07500x477S2f900509x468"", ""source"": ""Adam Frost"", ""fps"": 30.0, ""duration"": 1.7, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/3_three.mp4,872ba1962e81f9b45efe2482a27fa215,0,0,en,ase,whatsthatsign,"3, three","{""signpuddle_id"": ""58"", ""sign_fsw"": ""AS11e00S2fe00S10006M512x515S11e00489x485"", ""source"": ""Adam Frost"", ""fps"": 30.0, ""duration"": 2.133, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/3_years_ago_three_years_ago.mp4,76102c67a603e37647ac98fa70581b75,0,0,en,ase,whatsthatsign,"3 years ago, three years ago","{""signpuddle_id"": ""945"", ""sign_fsw"": ""AS11e00S38507S10006S22124M550x520S36d00479x506S11e00527x490S22124523x480"", ""source"": ""Adam Frost"", ""fps"": 30.0, ""duration"": 2.267, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/3rd_place_3rd_third.mp4,08fa7215450a7edab982da841a37919d,0,0,en,ase,whatsthatsign,"3rd place, 3rd, third","{""signpuddle_id"": ""1119"", ""sign_fsw"": ""AS11e40S2fe00S10006S26504S2f900M512x529S11e40489x472S26504490x506S2f900492x524"", ""source"": ""Adam Frost"", ""fps"": 29.97, ""duration"": 2.135, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/400_four_hundred.mp4,8d2f4084428e8d372f95ba07834c46e9,0,0,en,ase,whatsthatsign,"400, four hundred","{""signpuddle_id"": ""2268"", ""sign_fsw"": ""AS14420S2fe00S10006S14520M513x533S14420491x467S14520488x502"", ""source"": ""Adam Frost"", ""fps"": 30.0, ""duration"": 1.766, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/40_forty.mp4,5f98ef2fd6c9aa555db7d672a1d9d87e,0,0,en,ase,whatsthatsign,"40, forty","{""signpuddle_id"": ""563"", ""sign_fsw"": ""AS14420S2fe00S10006S17620M511x526S14420489x475S17620490x510"", ""source"": ""Adam Frost"", ""fps"": 29.97, ""duration"": 2.369, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
videos/41_forty-one.mp4,74583896ebfc6914ab6bb205ea1d3e92,0,0,en,ase,whatsthatsign,"41, forty-one","{""signpuddle_id"": ""564"", ""sign_fsw"": ""AS14420S2fe00S10006S10020M511x533S14420489x468S10020491x503"", ""source"": ""Adam Frost"", ""fps"": 30.0, ""duration"": 2.467, ""width"": 1280, ""height"": 720, ""codec"": ""h264""}"
